Aboard,Total Death,Date,Fatalities,Flight #,Ground,Location - Split 1,Location - Split 2,Location - Split 3,Location,Number of Records,Operator,Registration,Route,Summary,Time,Type,cn/In
31,27,24-01-1988,27,,0,Near Nizhnevartovsk,Russia,,"Near Nizhnevartovsk, Russia",1,Aeroflot,CCCP-87549,Nizhnevartovsk - Tyumen,"The plane stalled and crashed after a loss of engine power on takeoff. The engine throttles were reduced at  a critical stage of the takeoff for undetermined reasons, probably by the crew.",30-12-1899 16:49:00,Yakovlev YAK-40,9531442
16,16,01-02-1988,16,,0,Panama,,,Panama,1,Fuerza Aérea Panamena,FAP215,,Flew into a mountain.,,CASA 212 Aviocar 200,237
3,3,03-02-1988,3,,0,Helena,Montana,,"Helena, Montana",1,Air Taxi - Minuteman Aviation Inc.,N517S,"Missoula, MT - Helena, MT","As the aircraft turned inbound to intercept the localizer it collided with a mountain, 12 miles ESE of the airport. Improper IFR procedures. Improper use of navigation receiver.",30-12-1899 20:00:00,Cessna 421A,421A0002
21,21,08-02-1988,21,108,0,Near Mulheim,Germany,,"Near Mulheim, Germany",1,NFD - Nurnberger Flugdienst,D-CABB,Hannover - Dusseldorf,The plane was struck by lightning and suffered a complete electrical failure after which the right wing broke off during an uncontrollable descent.,30-12-1899 07:58:00,Swearingen SA.227AC Metro III,AC-500
12,12,19-02-1988,12,3378,0,Cary,North Carolina,,"Cary, North Carolina",1,AV Air / American Eagle,N622AV,Raleigh - Richmond,"The plane crashed into a reservoir shortly after taking off in low visibility and ceiling. The failure of the flight crew to maintain a proper flight path because of the first officer's inappropriate instrument scan, the captain's inadequate monitoring of the flight, and the flight  and the flight crew's response to a perceived fault in the airplane's stall avoidance system.",30-12-1899 21:27:00,Swearingen SA227-AC,AC-622
51,20,27-02-1988,20,,0,Surgut,Russia,,"Surgut, Russia",1,Aeroflot,CCCP-65675,Tyumen - Surgut,"The aircraft made a hard landing beside the runway, broke up and caught fire. Crew error. Visual contact with the runway was lost as the aircraft descended through the decision height.",30-12-1899 06:09:00,Tupolev TU-134A,1351501
15,15,27-02-1988,15,,0,Near Ercan,Cyprus,,"Near Ercan, Cyprus",1,Talia Airways,TC-AKD,Istanbul - Ercan,"Crashed into mountain 20 kms E of Kyrenia Turkey while on approach. Crew error. Pilot discontinued IFR approach and descended ignoring mountains ahead. Realizing his mistake, he tried to climb and turn left but struck the mountain.",30-12-1899 10:25:00,Boeing B-727-2H9A,20930/1044
17,17,01-03-1988,17,206,0,Near Johannesburg,South Africa,,"Near Johannesburg, South Africa",1,Commercial Airways (Comair),ZS-LGP,Phalaborwa - Johannesburg,The aircraft crashed and burned 8 miles from Jan Smuts Airport while attemping to land. Detonation of a bomb consisting of nitro-glycerine and ammonium nitrate. A mineworker who heavily insured himself was thought to have committed suicide.,30-12-1899 17:28:00,Embraer 110P1 Bandeirante,110-402
23,23,04-03-1988,23,230,0,Near Fontainebleau,France,,"Near Fontainebleau, France",1,Transport Arien Transregional,F-GCPS,Nancy - Paris,Crashed after hitting power lines while making an approach to Orly. Electrical system failure.,30-12-1899 06:37:00,Fairchild FH-227B,546
11,11,06-03-1988,11,,0,Quito,Ecuador,,"Quito, Ecuador",1,Military - Ecuadorian Air Force,FAE-068,,,,Rockwell Sabreliner 40,282-68
17,17,08-03-1988,17,,0,Near Clarksville,Tennessee,,"Near Clarksville, Tennessee",1,Military - U.S. Army,8524462/8724605,,The two helicopters collided in mid-air in the dark and crashed on the Fort Campbell military base. Pilot error.,30-12-1899 21:45:00,Sikorsky UH-60A / Sikorsky UH-60A,
143,143,17-03-1988,143,410,0,Near Cucuta,N of  Santander,Colombia,"Near Cucuta, N of  Santander, Colombia",1,AVIANCA,HK-1716,Cucuta - Cartagena,"The aircraft struck a mountain at 6,200 feet after taking off in mist and haze. The crew took off under VFR conditions during adverse weather conditions. Inappropriate presence of a non-crew pilot in the cockpit and his great talkativeness distracting part of the crew which resulted in carelessness and disorientation in monitoring the heading and altitude necessary to maneuver the plane. VFR flight into IFR conditions.",30-12-1899 13:17:00,Boeing B-727-21,18999/240
4,4,31-03-1988,4,,0,Cairo,Egypt,,"Cairo, Egypt",1,Arax Airlines,5N-ARH,Cairo - Sharjah,During a second attempt to take off an engine on the cargo plane failed causing the plane to crash at the end of the runway.,30-12-1899 04:10:00,Douglas DC-8-55F,45859/253
112,2,05-04-1988,2,,0,Combi,Cyprus,,"Combi, Cyprus",1,Kuwait Airways,9K-ADA,Bangkok - Kuwait,Hijacking. Two hostages killed on the ground.,,Boeing B-747-200,21541
29,29,10-04-1988,29,,0,Near Mazâr-e Charif,Afghanistan,,"Near Mazâr-e Charif, Afghanistan",1,Military - Afghan Republican Air Force,,Maimana - Mazar,Shot down by Afghan guerillas with an anti-aircraft missile.,30-12-1899 15:10:00,Antonov AN-26,
24,24,12-04-1988,24,,0,Near Hennenman,South Africa,,"Near Hennenman, South Africa",1,United Airways,ZS-UAS,Bloemfontein - Johannesburg,The plane crashed after fire broke out at FL90 and an emergency descent was made. A leak at the right booster pump was the source of the fire.,30-12-1899 20:09:00,Douglas DC-3C,6154
6,6,16-04-1988,6,,0,St. Just,France,,"St. Just, France",1,Chaillotine Air Service,F-GERA,,,,Mitsubishi MU-2L Marquise,701SA
17,17,19-04-1988,17,,0,Bagdarin,USSR,,"Bagdarin, USSR",1,Aeroflot,CCCP67518,Muya - Bagdarin,Crashed into a mountain during descent  in poor weather.,30-12-1899 10:03:00,Let 410UVP Turolet,851422
29,29,27-04-1988,29,,0,Near Tchamulate,Angola,,"Near Tchamulate, Angola",1,Military - Cuban Air Force,14-27,,Shot down with a surface-to-air missile.,,Antonov AN-26,7007
2,1,26-07-1988,1,,0,Morristown,New Jersey,,"Morristown, New Jersey",1,Northeast Jet,N442NE,"Allentown, PA - Morristown, NJ","The aircraft, on a positioning flight struck the ground short of the runway while attempting to land. Inadequate training. Improper descent rate and airspeed.",30-12-1899 07:40:00,Learjet 35A,35-442
46,42,07-10-1988,42,,0,Linfen,China,,"Linfen, China",1,Shanxi Airlines,B-4218,Sightseeing,The sightseeing  plane crashed into a hotel shortly after takeoff.,,Ilyushin IL-14P,6341406
95,1,28-04-1988,1,243,0,Maui,Hawaii,,"Maui, Hawaii",1,Aloha Airlines,N73711,Hilo - Honolulu,The aircraft suffered separation of the top of the fuselage resulting in explosive decompression and severe structural damage. A flight attendant was sucked out of the opening in the fuselage and her body never recovered. The plane made a safe emergency landing at Kahuiui Airport on Maui. Failure of Aloha Airline's maintenance program to detect the presence of disbonding and fatigue damage which led to failure of the lap joint at S-10L and the separation of the fuselage upper lobe. Contributing factors were the failure of Aloha Airline's management to properly supervise its maintenance crew as well as the failure of the FAA to properly evaluate the Aloha Airlines maintenance program and to assess the airline's inspection and quality control deficiencies. In addition the maintenance program underestimated the need for inspections with the large number of pressurizations/depressurizations and humid salt air climate the plane was subjected to.,30-12-1899 13:46:00,Boeing B-737-297,20209
36,36,06-05-1988,36,,0,Near Broennoysund,Norway,,"Near Broennoysund, Norway",1,Wideroe's Flyveselksap,LN-WFN,Namsos - Bronnoysund,Crashed into a hillside during approach in foggy weather.,,de Havilland Canada DHC-7-102,028
3,3,18-05-1988,3,,0,Swentna,Alaska,,"Swentna, Alaska",1,Jay Hawk Air - Air Taxi,N897P,"Anchorage, AK - McGrath, AK","The plane struck the rock face of a 8,600 ft. mountain in poor visibility. Pilot did not maintain proper altitude. Flight into known adverse weather. Poor inflight planning.",30-12-1899 09:40:00,Piper PA-32-260,32-301
45,0,24-05-1988,0,,0,New Orleans,Louisiana,,"New Orleans, Louisiana",1,TACA,N75356,"Belize City, Belize - New Orleans, LA",The aircraft encountered heavy rain and hail which resulted in flame-out of both engines. Attempts to restart engines were unsuccessful. The aircraft landed safely in a grassy field between a drainage ditch and levee with no power. Water ingestion due to heavy rain from a level 4 thunderstorm caused failure of both engines. A contributing cause of the incident was the inadequate design of the engines and the FAA water ingestion certification standards which did not reflect the waterfall rates that can be expected in moderate or higher intensity thunderstorms.,30-12-1899 12:55:00,Boeing B-737-3T0,23838
6,6,26-05-1988,6,,0,Puerto Limon,Costa Rica,,"Puerto Limon, Costa Rica",1,Aeronica,YN-CBE,,The cargo plane crashed.,,Douglas DC-6,
2,2,26-05-1988,2,,0,Hannover,Germany,,"Hannover, Germany",1,Starair,OY-APE,Billund - Hannover - Nurnberg,While landing the cargo plane pitched up for a go-around causing cargo to shift and the plane to lose control and crash.,30-12-1899 22:25:00,Fokker F-27 Friendship 600,10443
11,11,03-06-1988,11,,0,Near Quito,Ecuador,,"Near Quito, Ecuador",1,North American Sabreliner 40,FAE-068,,Crashed into mountains.,,Military - Ecudorian Air Force,282-68
6,6,08-06-1988,6,,0,Greenville,Mississippi,,"Greenville, Mississippi",1,Military - U.S. Air Force,61-2373,Training,The plane crashed and burned while practicing touch-and-go landings.,,Lockheed C-130E Hercules,3720
22,22,12-06-1988,22,,0,Posadas,Argentina,,"Posadas, Argentina",1,Austral Lineas Aeras (Argentina),N1003G,Resistencia - Posadas,The airliner crashed 3 miles short of the runway in poor visibility. Crew's overconfidence and  incorrect in-flight planning.,30-12-1899 09:23:00,McDonnell Douglas MD-81,48050/989
25,21,18-06-1988,21,,0,Central Mozambique,,,Central Mozambique,1,Military - Mozambique Air Force,,,,,Mil Mi-8 (helicopter),
136,3,26-06-1988,3,,0,Habsheim,France,,"Habsheim, France",1,Air France,F-GFKC,Basel - Basel,"The plane was scheduled to perform a series of fly-bys at an air show. The plane was to descend to 100 ft. altitude with landing gear and flaps extended. The automatigo-around protection (Alpha Floor Function) was inhibited for the maneuver. During the maneuver, the plane descended thru 100 ft. to an altitude of 30 feet and hit trees at the end of the runway. The aircraft was totally destroyed by the successive impacts and violent fire which followed. The pilot allowed the aircraft to descend through 100 ft. at slow speed and maximum angle of attack and was late in applying go-around power. Unfamiliarity of the crew with the landing field and lack of planning for the flyby.",30-12-1899 14:45:00,Airbus A320-111,009
290,290,03-07-1988,290,655,0,Over the Persian Gulf,near Bandar Abbas,Iran,"Over the Persian Gulf, near Bandar Abbas, Iran",1,Iran Air,EP-IBU,Bandar Abbas - Dubai,"The civilian Iranian airliner was shot down by the U.S. Navy vessel U.S.S. Vincennes with surface-to-air missiles. The Vincennes was protecting other civilian ships in the area from Iranian gunboats. The Vincennes responded to hostile action taking place against a ship by Iranian gun boats. However, orders to the captain were to send a helicopter to investigate but maintain position. In fact, the ship headed towards the hostilities and penetrated 2nm inside Iranian territorial waters and after the helicopter was fired upon, engaged the enemy boats. The ill-fated airliner was delayed in leaving Bandar Abbas because of a problem with the passport of a passenger. Soon after taking off the target appeared on the radar of the Vincennes. Because the plane was late and confusion of time zones, the crew was not expecting an airliner in the area. When the target was first identified, it squawked both 2 (military) and 3 (civilian). The reason for this was the radar tracker ball was left in the vicinity of the Bandar Abbas airport and the radar was picking up both the airliner and a military F-14 jet fighter at the same time. Playing it safe, the plane was misidentified as a F-14 Iranian fighter. The aircraft did not respond to 10 radio challenges from the Vincennes. However, 7 were on military frequencies which the airliner could not pick up. Three were on the civil emergency frequency addressed to the so called military F-14. When the plane was nearing 10 miles from the ship, it was reported to the captain that the aircraft was descending. At that time the surface-to-air missiles were fired destroying the aircraft. At the inquiry computer data showed that the plane was never descending and actually was ascending at a steady rate. Incredibly, a military investigation concluded that although the U.S. government regretted the loss of human life, the captain and crew were not at fault and acted properly in shooting down the airliner.",30-12-1899 10:55:00,Airbus A300B2-203,186
8,8,06-07-1988,8,,0,Barranquilla,Colombia,,"Barranquilla, Colombia",1,Lineas Aéreas Suramericanas,HK-3148,,Shortly after taking off the crew experienced failure of the No. 4 engine and a fire. While attemping to return to the airport control was lost and the plane crashed.,,Canadair CL-44J,39
3,3,20-07-1988,3,,0,Golden Meadow,Louisiana,,"Golden Meadow, Louisiana",1,TACA,N33VX,El Salvador - New Orleans,The cargo plane ran out of fuel and crashed into a dirt bank . Fuel starvaion. Open drain valve inside the No. 4 engine led to the loss of fuel.,30-12-1899 19:25:00,Douglas C-118A,44615/541
6,6,21-07-1988,6,,0,Near Lagos,Nigeria,,"Near Lagos, Nigeria",1,Angola Air Charter,D2-TOV,"Oostende, Belgium - Lagos, Nigeria",Crashed on approach.,,Boeing 707-328C,18881/436
3,3,30-07-1988,3,,0,Liscomb Bay,Alaska,,"Liscomb Bay, Alaska",1,Air Taxi - Temesco Helicopters Inc.,N70168,"Ketichikan, AK - Security Cove, AK","While in a narrow, tree-lined area just above a small cove, the pilot lost control of the aircraft while maneuvering, in preparation for a landing on a lake. The aircraft struck trees in-flight while in an unusual attitude and then struck the water. Poor visibility due to heavy rain existed at the time of the accident. Inadvertent stall.",30-12-1899 15:45:00,Cessna CE185,18502033
37,28,02-08-1988,28,,0,Sofia,Bulgaria,,"Sofia, Bulgaria",1,Balkan Bulgarian Airlines,LZ-DOK,Sofia  - Varna,Crashed on takeoff from Sophia airport en route to Varna. In-flight fire. Possible crew error.,,Yakovlev YAK-40,9620247
3,3,02-08-1988,3,,0,Reykjavik,Iceland,,"Reykjavik, Iceland",1,Geoterrex,C-GILU,"Narsarsuaq, Greenland - Reykjavik, Iceland","The plane, on a positioning flight entered a steep right turn, nosed down and crashd short of the runway. Loss of control by the crew because of large fluctuations in the power output of the right engine caused by the shift of an incorrectly installed speeder spring in the right propeller governor.",30-12-1899 17:42:00,CASA 212 Aviocar 200,245
39,39,15-08-1988,39,,0,Northern Afghanistan,,,Northern Afghanistan,1,Military - Afghan Republican Air Force,,,Shot down by a surface-to-air missile.,,Antonov AN-22,
30,30,17-08-1988,30,,0,Bahawalpur,Pakistan,,"Bahawalpur, Pakistan",1,Military - Pakistan Air Force,23494,Bahawalpur - Islamabad,"Crashed shortly after taking off from Bahawalpur 60 miles near the Indian border. Act of sabotage. Detonation of a low level explosive device or incapacitating gas. U.S. Ambassador to Pakistan, Arnold Raphel, 45, and Muhammad Zia ul-Haq 64, killed. A recent report states that the accident was caused by the failure of the elevator control system due to a mechanical failure.",30-12-1899 16:30:00,Lockheed C-130B,3708
6,6,19-08-1988,6,,0,Duncan Town,Bahamas,,"Duncan Town, Bahamas",1,MD Air Services,N39272,,Crashed into the sea. Failure of the wing due to overstressing beyond the design limits.,,Partenavia P-68C,283
