Aboard,Date,Fatalities,Flight #,Ground,Location - Split 1,Location - Split 2,Location - Split 3,Location,Number of Records,Operator,Registration,Route,Summary,Time,Total Death,Type,cn/In,Country,Latitude,Longitude,Name
11,31-10-1995,9,,0,Near Piedras Negras,Mexico,,"Near Piedras Negras, Mexico",1,TACSA,XA-SVM,Saltillo - Piedras Negras,Crashed on approach in fog after running out of fuel.,30-12-1899 20:50:00,9,Cessna 208B Caravan,208B-0214,MX,23.634501,-102.552784,Mexico
72,28-11-1983,53,,0,Near Enugu,Nigeria,,"Near Enugu, Nigeria",1,Nigeria Airways,5N-ANF,,The aircraft crashed 18 nm short of the runway after attaining a nose-high attitude in poor visibility and caught fire. Crew may have been preoccupied with landing gear trouble.,,53,Fokker F-28 Fellowship 2000,11090,NG,9.081999,8.675277,Nigeria
35,28-08-1947,35,,0,Harsiad,Norway,,"Harsiad, Norway",1,Norwegian Airlines,LN-IAV,Tromso - Oslo,"Crashed into 13,000 foot mountain.",,35,Short Sandringham (flying boat),SH-48C,NO,60.472024,8.468946,Norway
10,01-08-1962,10,,0,Near Kathmandu,Nepal,,"Near Kathmandu, Nepal",1,Royal Nepal Airlines,9N-AAH,Katmandu - New Deli,"Crashed into a 11,200 ft. mountain, 100 miles from New Deli. Dirfted off course to the north of the intended track.",30-12-1899 13:15:00,10,Douglas DC-3,6216,NP,28.394857,84.124008,Nepal
13,23-10-1948,13,,0,Mt. Ruapehu,New Zealand,,"Mt. Ruapehu, New Zealand",1,New Zealand National Airways,ZK-AGK,Palmerston - Hamilton,Crashed 700 feet from the summit of a mountain while en route.,,13,Lockheed 10A Electra,1128,NZ,-40.900557,174.885971,New Zealand
69,25-10-1988,12,,0,Juliaca,Peru,,"Juliaca, Peru",1,Aero Peru,OB-R-1020,Juliaca - Arequipa,Crashed shortly after taking off from Manco Capaairport at Juliaca. The pilot tried to return to the runway but crashed in a high nose-up attitude into a pasture. The plane broke in two and burst into flames.,30-12-1899 10:53:00,12,Fokker F-28 Fellowship 1000,11059,PE,-9.189967,-75.015152,Peru
32,09-02-1982,3,,0,Mt. Ipao,Philippines,,"Mt. Ipao, Philippines",1,Trans Air Services,RP-C141,Manila - Sicogon,Struck Mt. Ipao on Panay Island.,,3,Douglas DC-3 (C-47A-70-DL),19251,PH,12.879721,121.774017,Philippines
3,15-07-1962,1,,0,Near Lahore,Pakistan,,"Near Lahore, Pakistan",1,Indian Airlines,VT-AUS,"Kabul  - Amritsar, India",A vulture crashed through the cockpit window and killed the copilot.,,1,Douglas C-47A,20289,PK,30.375321,69.345116,Pakistan
27,19-11-2001,27,,0,Kalyazin,Russia,,"Kalyazin, Russia",1,Charter - IRS Aero,RA-75840,Khatanga - Moscow,Residents heard a loud noise and saw flames in the night sky as the aircraft clipped treetops and summer homes before crashing into a snowy forest. Wreckage was spread over a 1.5 mile area. Serious maintenance violations and operational procedures were discovered during the investigation of the accident.,30-12-1899 21:19:00,27,Ilyushin 18V,182005301,RU,61.52401,105.318756,Russia
60,16-08-1986,60,,0,Malakal,Sudan,,"Malakal, Sudan",1,Sudan Airways,ST-ADY,Malakal - Khartoum,Shot down by SPLA rebels with surface-to-air missiles shortly after takeoff.,30-12-1899 10:30:00,60,Fokker F-27 Friendship 400M,10277,SD,12.862807,30.217636,Sudan
18,31-03-1956,18,,0,Korat,Thailand,,"Korat ,Thailand",1,Military - Royal Thai Air Force,,,,,18,Douglas C-47A,,TH,15.870032,100.992541,Thailand
17,01-02-1963,17,265,87,Ankara,Turkey,,"Ankara, Turkey",1,Middle East Airlines / Military - Turkish Air ForceC-47,OD-ADE,Nicosia - Ankara,"Midair collision between a civilian and military aircraft. Both planes crashed into a heavily populated area destroying buildings, houses and vehicles. Fourteen killed on the Viscount, three on the C-47 and 87 on the ground. Cause attributed to a military flight training zone extending into the approach pattern associated with civilian aircraft. The Viscount aircraft had an IFR flight plan but was cruising under VFR conditions and did not see the C-47 until it was too late.",30-12-1899 17:15:00,104,Vickers Viscount 754D,244,TR,38.963745,35.243322,Turkey
2,13-06-1981,2,,0,Hualien,Taiwan,,"Hualien, Taiwan",1,Taiwan Airlines,B-11108,,Crashed into a mountain during a typhoon.,,2,Britten-Norman BN-2A-8 Islander,701,TW,23.69781,120.960515,Taiwan
8,13-03-1996,8,,0,Near Punto Fijo,Venezuela,,"Near Punto Fijo, Venezuela",1,Avia Air Aruba,P4-AVB,Ariba - Punto Fijo,Crashed after experiencing an engine fire. The pilot tried to make a forced landing but the engine and part of the left wing broke away.,,8,Cessna 402,402B-1201,VE,6.42375,-66.58973,Venezuela
12,06-02-1968,12,,0,Off Phu Quoc,Vietnam,,"Off Phu Quoc, Vietnam",1,Military - U.S. Navy,153440,,Crashed and sank in about 100 feet of water while on patrol.,,12,Lockheed P-3B Orion,185-5237,VN,14.058324,108.277199,Vietnam
52,04-09-1985,52,,0,Near Kandahar,Afghanistan,,"Near Kandahar, Afghanistan",1,Ariana Afghan Airlines,YA-BAM,Kandahar - Farah,Shot down by rebels with a ground-to-air missile while flying at FL130.,30-12-1899 11:00:00,52,Antonov AN-26,57314106,AF,33.93911,67.709953,Afghanistan
22,25-11-1994,22,,0,Near Cuito,Angola,,"Near Cuito, Angola",1,Military - Angolan Air Force,H584,,Shot down by UNITA rebel forces.,,22,Mil Mi-17 (helicopter),,AO,-11.202692,17.873887,Angola
30,09-01-1964,28,,0,Zarate,Argentina,,"Zarate, Argentina",1,Aerolineas Litoral Argentina,LV-FYJ,Rosario - Buenos Aires,"The pilot reported a localized fire in the cabin. Soon after, he attempted to land at an airfield close to Zarate.  The aircraft struck the ground with its landing gear, left engine and wing which resulted in a break-up of the plane and subsequent fire. Crew was possibly overcome by fumes from the fire.",30-12-1899 09:50:00,28,Douglas DC-3,14713/26158,AR,-38.416097,-63.616672,Argentina
13,02-09-1948,13,,0,Near Quirindi,Australia,,"Near Quirindi, Australia",1,Australian National Airways,VH-ANK,Brisbane - Sidney,"Strayed off course and struck Square Peak Mountain at an altitude of 4,600 feet.",,13,Douglas DC-3,9999,AU,-25.274398,133.775136,Australia
10,18-01-1976,7,,0,Near San Borja,Bolivia,,"Near San Borja, Bolivia",1,Frigorifico Maniqui,CP- 573,,"The plane was forced to return to San Borja after the No.2 engine failed.  After crossing the runway the plane crashed into trees 1.2 miles past the end of the runway. Malfunction or failure of the No. 2 engine, landing gear malfunction and an improper landing procedure.",30-12-1899 15:44:00,7,Douglas C-47,4682,BO,-16.290154,-63.588653,Bolivia
2,14-09-1999,2,,0,Belelm,Brazil,,"Belelm, Brazil",1,Norte Jet Táxi Aéreo,PT-ODK,Belem - Monte Dourado,The cargo plane crashed while on approach.,30-12-1899 21:20:00,2,Embraer 110 Bandeirante,110002,BR,-14.235004,-51.92528,Brazil
9,18-09-1979,4,,0,Blink Horn Point,Canada,,"Blink Horn Point, Canada",1,PacifiCoastal Airlines,C-FZVV,,Struck high ground.,,4,Britten Norman BN-7A lslander,238,CA,56.130366,-106.346771,Canada
7,15-06-1953,7,,0,Near Copiapo,Chile,,"Near Copiapo, Chile",1,LAN,CC-CLD-0100,,Crashed. Engine fire.,,7,Lockheed 18 Loadstar,2617,CL,-35.675147,-71.542969,Chile
41,18-01-1985,38,5109,0,Jinan,China,,"Jinan, China",1,CAAC,B-434,Nanjing - Jinan,Crashed after overshooting the runway in rain and fog.,,38,Antonov AN-24B,27308110,CN,35.86166,104.195397,China
4,07-03-1997,4,,0,Medellin,Colombia,,"Medellin, Colombia",1,Air Pereira,HK-3885,,Shortly after taking off the plane flew into a mountain and was destroyed.,,4,Cessna 500 Citation I,500-0135,CO,4.570868,-74.297333,Colombia
3,04-12-1961,3,,0,Mainz,Germany,,"Mainz, Germany",1,Lufthansa,D-ABOK,Training,Crashed into an open field in a steep dive after attempting an emergency landing.,,3,Boeing 720-030B,18058/202,DE,51.165691,10.451526,Germany
24,02-05-1974,22,,0,Banos,Ecuador,,"Banos, Ecuador",1,Aero Taxis Equatorianos,HC-AUC,Pastaza - Ambato,Struck a mountain shortly after takeoff. Failure to climb to the minimum safety altitude. Overconfidence of the crew. Distraction by a tourist guide in the cockpit.,30-12-1899 19:30:00,22,Douglas C-47,,EC,-1.831239,-78.183406,Ecuador
125,20-05-1965,119,705,0,Cairo,Egypt,,"Cairo, Egypt",1,Pakistan International Airlines,AP-AMH,Karachi - Dhahran - Cairo - Geneva - London,The aircraft  crashed during its approach.The plane descended during the approach at triple the normal rate until the aircraft struck the ground. The aircraft exceeded the recommended descent rate during the final stages of landing for reasons unknown.,30-12-1899 23:48:00,119,Boeing B-720-040B,18379,EG,26.820553,30.802498,Egypt
6,30-09-1972,1,,0,Madrid,Spain,,"Madrid, Spain",1,Spantax,EC-AQE,Training,"The student pilot rotated too quickly, the plane stalled and crashed.",,1,Douglas C-47B,14196/25641,ES,40.463667,-3.74922,Spain
8,05-09-1980,8,,0,Near Montelimar,France,,"Near Montelimar, France",1,Military - Kuwait Air Force,KAF317,,Crashed after being struck by lightning,,8,Lockheed L-100-20 Hercules,4350,FR,46.227638,2.213749,France
33,30-05-1970,1,701,5,Chamblee,Georgia,,"Chamblee, Georgia",1,Lehigh Acres Development Inc.,N40412,"Chamblee, GA - Fort Myers,FL",There was a loss of power as the aircraft climbed after taking off from DeKalb Peachtree Airport. The plane touched down and slid along a highway for one-half a mile striking a automobile killing 5 people. Loss of effective engine power because of improper fuel having been placed in the tanks by relatively untrained personnel. A contributing factor was the flightcrew did not detect the error.,30-12-1899 09:30:00,6,Martin 404,14116,GE,42.315407,43.356892,Georgia
16,21-02-1944,16,,0,Eubeoa,Greece,,"Eubeoa, Greece",1,Deutsche Lufthansa,D-ABAS,,The plane missing and never found.,,16,Junkers JU-52/3m,6561,GR,39.074208,21.824312,Greece
234,26-09-1997,234,152,0,Buah Nabar,Indonesia,,"Buah Nabar, Indonesia",1,Garuda Indonesia Airlines,PK-GAI,Jakarta - Medan,The aircraft crashed into mountainous terrain 15 minutes before it was due to land at Medan on a flight from Jakarta. The aircraft crashed 20 miles from the airport. ATC error in directing the plane in the wrong direction into mountainous terrain that was obscured by smoke and haze due to forest fires in the area.,30-12-1899 13:34:00,234,Airbus A300-B4-200,214,ID,-0.789275,113.921327,Indonesia
23,07-02-1982,23,,0,Near Srinagar,India,,"Near Srinagar, India",1,Military - Indian Air Force,,Parhankot - Leh,Crashed in dirzzle and snow while en route.,,23,Fairchild C-119G,,IN,20.593684,78.96288,India
60,29-09-1981,60,,20,Tehran,Iran,,"Tehran, Iran",1,Military - Iranian Air Force,5-158-8552,Ahwaz - Tehran,Crashed into Tir Square while on approach to land. Killed were Iran's Defense Minister and other military officals.,30-12-1899 19:00:00,80,Lockheed C-130H,4594,IR,32.427908,53.688046,Iran
177,17-12-1973,30,110,0,Rome,Italy,,"Rome, Italy",1,Pan American World Airways,N407PA,Rome - Beirut,Two phosphorus bombs were thrown into the aircraft prior to its departure. The aircraft was named 'Clipper Celestial.',30-12-1899 13:00:00,30,Boeing B-707-321B,18838,IT,41.87194,12.56738,Italy
2,14-02-1965,2,,0,Mt. Nakanoone,Japan,,"Mt. Nakanoone, Japan",1,Zen Nippon,JA5080,Osaka - Tokyo,Flew into  Mt. Nakanoone.,,2,Douglas DC-3,4436,JP,36.204824,138.252924,Japan
6,13-08-1961,6,,0,Near Pha Khao,Laos,,"Near Pha Khao, Laos",1,Air America,B-136,,The cargo plane struck a mountain while dropping supplies.,,6,Curtiss C-46F,22465,LA,19.85627,102.495496,Laos
3,11-11-1926,3,,0,Cape Bojador,Morocco,,"Cape Bojador, Morocco",1,Grands Express Aeriens,,,,,3,Breguet 14,,MA,31.791702,-7.09262,Morocco
14,01-11-1994,14,,0,Off Cozumel,Mexico,,"Off Cozumel, Mexico",1,Transportes Aereos Pegaso,XA-SVS,Cozumel - Chichen Itza,Crashed into the sea off of Cozumel while en route in poor weather condtions.  Fuel exhaustion.,,14,Bell 212,30824,MX,23.634501,-102.552784,Mexico
18,02-03-1978,18,,0,Kano,Nigeria,,"Kano, Nigeria",1,Nigeria Airways,5N-ANA /,,Midair collision. The Fokker collided with the MiG which was performing touch-and-go landings. Error by the MiG pilot. Sixteen killed on the Fokker and two on the MiG.,30-12-1899 12:43:00,18,Fokker F-28 Fellowship 1000 / MiG-21,11993,NG,9.081999,8.675277,Nigeria
16,07-08-1946,3,,0,Oslo,Norway,,"Oslo, Norway",1,British European Airways,G-AHCS,Northolt - Oslo,"Flew into trees on Mistberget mountain at 2,000ft. while on approach to Oslo. Pilot error. Descended too early.  Inexperience in radio range flying and inadequate equipment.",,3,Douglas C-47A-10-DK,12348,NO,60.472024,8.468946,Norway
4,05-11-1960,4,,0,Bhairawa,Nepal,,"Bhairawa, Nepal",1,Royal Nepal Airlines,9N-AAD,,Crashed on takeoff.,,4,Douglas C-47A,19792,NP,28.394857,84.124008,Nepal
2,09-08-1948,2,,0,Port Underwood,New Zealand,,"Port Underwood, New Zealand",1,New Zealand National Airways,ZK-AOE,,Cargo flight.,,2,Douglas C-47B,16383/33131,NZ,-40.900557,174.885971,New Zealand
43,08-12-1987,42,,0,Off Lima,Peru,,"Off Lima, Peru",1,Military - Peruvian Naval Aviation,AE-560,Pucallpa - Lima,The plane was observed during a fly-by to check that the landing gear was down. After attempting another approach the aircraft crashed into the sea. All members of the Alianza Lima soccer team killed. The pilots' lack of experience flying at night and misreading the manual for procedures in emergency situations.,,42,Fokker F-27 Friendship 400M,10548,PE,-9.189967,-75.015152,Peru
135,27-02-1980,2,,0,Manila,Philippines,,"Manila, Philippines",1,China Airlines (Taiwan),B-1826,Taipei - Manila,The aircraft undershot the runway and bounced twice. The two outboard engines broke loose and the wingtips were ripped off. A fire broke out and spread rapidly. Pilot error.,30-12-1899 06:00:00,2,Boeing B-707-309C,20262/830,PH,12.879721,121.774017,Philippines
3,14-08-1959,2,,0,Karachi,Pakistan,,"Karachi, Pakistan",1,Pakistan International Airlines,AP-AJE,,"The trainee captain attempted a maneuver in disregard of the prescribed limitations of such a maneuver. A two-engine overshoot was attempted at a very low height and below the prescribed minimum speed, when the aircraft was committed to a landing. This resulted in a violent yaw and sharp drop which could not be controlled. The training captain was conversant with the minimum requirements of a two-engine overshoot of the Viscount 815 aircraft but appears to have overestimated his performance.",30-12-1899 17:14:00,2,Vickers 815 Viscount,337,PK,30.375321,69.345116,Pakistan
78,04-10-2001,78,1812,0,110 miles SW of Sochi,Russia,,"110 miles SW of Sochi, Russia",1,Sibir Airlines,RA-85693,"Tel Aviv -  Novosibirsk, Russia","The aircraft exploded in mid-air at 36,000 ft. while  en route over the Black Sea. The plane then nose-dived crashing into the water. The airliner was brought down accidentally by a Ukrainian surface-to-air missile, fired during military exercises.",30-12-1899 13:44:00,78,Tupolev Tu-154M,90A-866,RU,61.52401,105.318756,Russia
9,16-04-1983,8,,9,Near Khartoum,Sudan,,"Near Khartoum, Sudan",1,Air Liberia,EL-AIH,,The No.2 engine failed during climbout forcing a return to the airport. While on the  base leg the aircraft lost altitude and crashed. High Pressure fuel pump shaft broke due to pump seizure. The remaining engine could not produce enough power because the fuel datum trimmer wasn't reset in accordance with the flight manual.,,17,Hawker Siddeley HS-748-329 Srs. 2A,1755,SD,12.862807,30.217636,Sudan
11,08-03-1962,11,,0,Mt. Medetsiz,Turkey,,"Mt. Medetsiz, Turkey",1,Turkish Airlines (THY),TC-KOP,Ankara - Adana,"Crashed into a mountain at an altitude of 6,800 ft. while en route in poor weather. In avoiding cumulus clouds and turbulent conditions the pilot was not able to keep track of his exact position or maintain exact altitude.",30-12-1899 17:43:00,11,Fairchild F-27,0083,TR,38.963745,35.243322,Turkey
6,11-09-1979,6,,0,Off Taipei,Taiwan,,"Off Taipei, Taiwan",1,China Airlines (Taiwan),B-1834,Training,Crashed into the sea after taking off.,,6,Boeing 707-324C,18887/431,TW,23.69781,120.960515,Taiwan
9,17-12-1994,7,,0,Cerro Aicha,Venezuela,,"Cerro Aicha, Venezuela",1,Servivensa,YV-761C,,The cargo plane hit trees and crashed short of the runway while attempting to land.,30-12-1899 10:30:00,7,Douglas C-47A-10-DK,12476,VE,6.42375,-66.58973,Venezuela
11,04-09-1967,11,,0,Near Bao Loc,Vietnam,,"Near Bao Loc, Vietnam",1,Military - U.S. Air Force,54-0621,,,,11,Fairchild C-123K,20070,VN,14.058324,108.277199,Vietnam
240,28-10-1984,240,,0,Near Kabul,Afghanistan,,"Near Kabul, Afghanistan",1,Military - Russian Air Force,CCCP-08837,,Shot down by Afghan rebels shortly after taking off. Worst single military aircraft disaster in history.,,240,Antonov AN-22,7340106,AF,33.93911,67.709953,Afghanistan
22,26-10-1994,22,,0,Near Cuito,Angola,,"Near Cuito, Angola",1,Military - Angolan Air Force,H534,,Shot down by rebel forces.,,22,Mil Mi-8MTV (helicopter),,AO,-11.202692,17.873887,Angola
67,19-07-1961,67,,0,Near Azul,Argentina,,"Near Azul, Argentina",1,Aerolineas Argentinas,LV-ADW,Buenos Aires - Comodoro,The aircraft disintegrated in flight following the application of loads in excess of the design loads. The aircraft entered an area of extreme turbulence and was struck by lightning.,30-12-1899 08:00:00,67,Douglas DC-6,43136,AR,-38.416097,-63.616672,Argentina
11,24-06-1945,2,,0,Gealdton,Australia,,"Gealdton, Australia",1,MaRobertson Miller Airlines,VH-USF,,,,2,de Havilland DH-86A,2310,AU,-25.274398,133.775136,Australia
67,27-10-1975,67,,0,Tomonoco,Bolivia,,"Tomonoco, Bolivia",1,TAM (Bolivia),TAM-44,Tomonoco - La Paz,The aircraft took off reaching a altitude of only 300 feet which was insufficient to clear the terrain surrounding the airport. Cause not determined. Overloaded.,30-12-1899 06:45:00,67,Convair CV-440-12,328,BO,-16.290154,-63.588653,Bolivia
5,07-04-1999,5,,0,Ribeirao Preto,Brazil,,"Ribeirao Preto, Brazil",1,Manacá Táxi Aéreo,PT-LEM,Training,The pilot-in-command lost control during touch-and-go landing and crashed.,30-12-1899 11:30:00,5,Learjet 24D,24-270,BR,-14.235004,-51.92528,Brazil
9,29-08-1979,9,,0,Frobisher Bay,Canada,,"Frobisher Bay, Canada",1,Bradley Air Services,C-GROW,,Crashed into a hill while making a turn during the approach.,30-12-1899 23:00:00,9,de Havilland Canada DHC-6 Twin Otter 300,415,CA,56.130366,-106.346771,Canada
106,14-09-1983,11,,0,Guilin,China,,"Guilin, China",1,CAAC,B-264 /,Guilin - Beijing,Collided with a Chinese Air Force aircraft while taxing.,30-12-1899 09:34:00,11,Hawker Siddeley Trident 2E /  II-28,2169 /,CN,35.86166,104.195397,China
